Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal,x+,x-
m12n768,G2211,"(0, 8, 4, 6, 7, 5, 3, 1, 2, 9)","(7, 1, 9, 0, 2, 8, 6, 4, 5, 3)",-9,-2,--,--,G2617,1,1
m12n768,G2617,"(0, 6, 9, 7, 8, 5, 3, 4, 1, 2)","(3, 1, 2, 0, 4, 9, 6, 7, 5, 8)",-9,-2,--,--,G2211,1,1
m12n768,G2212,"(0, 1, 2, 9, 7, 8, 6, 4, 5, 3)","(4, 7, 8, 5, 0, 3, 1, 9, 2, 6)",-9,0,G2215,G2621,G2618,1,1
m12n768,G2213,"(0, 1, 9, 2, 8, 6, 7, 4, 5, 3)","(4, 8, 5, 7, 3, 0, 1, 9, 2, 6)",-9,0,G2214,G2619,G2620,1,1
m12n768,G2214,"(0, 4, 2, 8, 6, 7, 9, 5, 1, 3)","(6, 7, 5, 3, 1, 2, 4, 0, 8, 9)",-9,0,G2213,G2620,G2619,1,1
m12n768,G2215,"(0, 8, 6, 9, 4, 1, 3, 5, 2, 7)","(5, 1, 3, 2, 0, 7, 8, 9, 6, 4)",-9,0,G2212,G2618,G2621,1,1
m12n768,G2618,"(0, 1, 2, 9, 7, 8, 6, 4, 5, 3)","(4, 6, 8, 5, 0, 3, 9, 1, 2, 7)",-9,0,G2621,G2215,G2212,1,1
m12n768,G2619,"(0, 2, 8, 5, 6, 4, 7, 1, 9, 3)","(4, 7, 3, 1, 2, 9, 0, 8, 5, 6)",-9,0,G2620,G2213,G2214,1,1
m12n768,G2620,"(0, 8, 9, 6, 7, 5, 3, 1, 2, 4)","(5, 1, 3, 0, 4, 2, 8, 6, 7, 9)",-9,0,G2619,G2214,G2213,1,1
m12n768,G2621,"(0, 7, 8, 9, 5, 6, 4, 1, 2, 3)","(6, 4, 1, 2, 0, 3, 8, 5, 7, 9)",-9,0,G2618,G2212,G2215,1,1
m12n768,G2216,"(0, 7, 8, 6, 4, 2, 3, 5, 1, 9)","(6, 4, 5, 3, 1, 7, 9, 0, 8, 2)",-9,2,--,--,G2622,1,1
m12n768,G2622,"(0, 1, 8, 9, 7, 4, 5, 3, 6, 2)","(4, 7, 5, 6, 3, 8, 2, 0, 1, 9)",-9,2,--,--,G2216,1,1
12n801,G689,"(0, 8, 5, 6, 4, 2, 3, 1, 9, 7)","(3, 1, 9, 0, 7, 5, 8, 4, 6, 2)",-13,-2,--,--,G689,1,1
12n801,G690,"(0, 1, 8, 9, 6, 7, 5, 4, 2, 3)","(5, 7, 4, 2, 0, 3, 8, 1, 6, 9)",-13,0,G693,G690,G693,1,1
12n801,G691,"(0, 6, 4, 5, 2, 3, 9, 7, 1, 8)","(3, 1, 9, 0, 7, 8, 6, 4, 5, 2)",-13,0,G692,G691,G692,1,1
12n801,G692,"(0, 8, 4, 5, 2, 3, 1, 7, 9, 6)","(3, 1, 9, 0, 7, 8, 6, 4, 5, 2)",-13,0,G691,G692,G691,1,1
12n801,G693,"(0, 3, 8, 1, 6, 9, 5, 7, 4, 2)","(6, 7, 4, 5, 2, 3, 0, 1, 9, 8)",-13,0,G690,G693,G690,1,1
12n801,G694,"(0, 8, 6, 4, 5, 3, 1, 2, 9, 7)","(5, 1, 3, 9, 2, 0, 7, 8, 6, 4)",-13,2,--,--,G694,1,1
m12n801,G1634,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(6, 2, 4, 8, 7, 0, 9, 1, 5, 3)",3,0,G1635,G1635,G1634,0,0
m12n801,G1635,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(4, 2, 6, 8, 7, 0, 9, 3, 5, 1)",3,0,G1634,G1634,G1635,0,0
12n807,G695,"(0, 4, 2, 9, 1, 8, 7, 5, 6, 3)","(5, 7, 6, 3, 4, 2, 0, 9, 1, 8)",-13,-2,--,--,G695,1,1
12n807,G696,"(0, 8, 7, 6, 4, 5, 3, 1, 9, 2)","(5, 1, 3, 9, 8, 2, 0, 7, 4, 6)",-13,0,G698,G697,G699,1,1
12n807,G697,"(0, 7, 9, 6, 5, 4, 2, 3, 1, 8)","(6, 1, 4, 3, 0, 8, 7, 9, 5, 2)",-13,0,G699,G696,G698,1,1
12n807,G698,"(0, 3, 8, 2, 9, 5, 7, 6, 4, 1)","(5, 7, 4, 6, 3, 1, 2, 0, 9, 8)",-13,0,G696,G699,G697,1,1
12n807,G699,"(0, 8, 7, 9, 5, 3, 1, 6, 4, 2)","(5, 3, 1, 4, 2, 0, 8, 9, 7, 6)",-13,0,G697,G698,G696,1,1
12n807,G700,"(0, 7, 8, 6, 5, 2, 4, 1, 9, 3)","(5, 2, 4, 3, 1, 9, 0, 7, 6, 8)",-13,2,--,--,G700,1,1
m12n807,G1636,"(0, 3, 1, 4, 2, 5, 6, 7, 9, 8)","(5, 9, 6, 0, 7, 1, 8, 3, 4, 2)",3,0,G1637,?,?,0,0
m12n807,G1637,"(0, 8, 9, 1, 3, 5, 7, 2, 4, 6)","(5, 2, 4, 6, 7, 8, 0, 9, 1, 3)",3,0,G1636,?,?,0,0
12n809,G701,"(0, 6, 4, 7, 3, 5, 9, 8, 2, 1)","(3, 2, 9, 1, 8, 0, 6, 4, 7, 5)",-9,0,G701,G701,G701,1,1
m12n809,G1638,"(0, 1, 5, 4, 7, 6, 8, 9, 2, 3)","(4, 6, 2, 9, 3, 0, 1, 5, 7, 8)",-1,0,G1638,G1638,G1638,1,1
12n811,G702,"(0, 7, 9, 6, 2, 3, 5, 4, 1, 8)","(5, 1, 3, 0, 4, 8, 9, 7, 6, 2)",-10,-1,--,--,?,1,1
12n811,G703,"(0, 7, 4, 3, 5, 6, 2, 9, 1, 8)","(6, 2, 1, 9, 0, 4, 8, 5, 7, 3)",-10,1,--,--,?,1,1
m12n811,G1639,"(0, 1, 3, 7, 5, 2, 4, 6, 9, 8)","(4, 6, 9, 0, 8, 7, 1, 3, 5, 2)",0,-1,--,--,G1641,0,1
m12n811,G1640,"(0, 2, 4, 6, 9, 7, 5, 8, 1, 3)","(5, 7, 8, 1, 3, 0, 9, 2, 4, 6)",0,-1,--,--,G1640,0,1
m12n811,G1641,"(0, 8, 1, 7, 3, 2, 4, 5, 9, 6)","(4, 2, 5, 9, 8, 6, 7, 0, 3, 1)",0,-1,--,--,G1639,0,1
m12n811,G1642,"(0, 9, 2, 4, 6, 3, 1, 5, 7, 8)","(6, 3, 5, 7, 1, 0, 8, 9, 2, 4)",0,1,--,--,G1644,1,0
m12n811,G1643,"(0, 2, 5, 8, 6, 4, 7, 9, 1, 3)","(7, 9, 1, 4, 3, 0, 2, 5, 6, 8)",0,1,--,--,G1643,1,0
m12n811,G1644,"(0, 7, 1, 2, 4, 3, 9, 5, 8, 6)","(5, 3, 6, 9, 0, 8, 7, 1, 4, 2)",0,1,--,--,G1642,1,0
12n830,G704,"(0, 8, 9, 7, 6, 4, 2, 5, 3, 1)","(5, 2, 3, 1, 8, 0, 7, 9, 6, 4)",-15,-2,--,--,G704,1,1
12n830,G705,"(0, 2, 9, 1, 8, 7, 5, 6, 3, 4)","(5, 6, 3, 4, 2, 0, 9, 1, 8, 7)",-15,-2,--,--,G705,1,1
12n830,G706,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 2, 1, 9, 3, 0, 7, 8, 5, 4)",-15,0,G707,G706,G707,1,1
12n830,G707,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 2, 3, 9, 1, 8, 7, 0, 5, 4)",-15,0,G706,G707,G706,1,1
12n830,G708,"(0, 3, 9, 2, 8, 1, 7, 5, 6, 4)","(8, 7, 5, 6, 3, 4, 2, 0, 1, 9)",-15,0,G709,G708,G709,1,1
12n830,G709,"(0, 8, 6, 4, 5, 3, 1, 9, 7, 2)","(3, 1, 2, 9, 0, 8, 7, 6, 4, 5)",-15,0,G708,G709,G708,1,1
12n830,G710,"(0, 8, 6, 9, 7, 5, 4, 2, 3, 1)","(7, 5, 2, 4, 1, 3, 0, 8, 9, 6)",-15,2,--,--,G710,1,1
12n830,G711,"(0, 1, 8, 9, 7, 6, 3, 5, 2, 4)","(7, 6, 3, 5, 4, 2, 0, 1, 8, 9)",-15,2,--,--,G711,1,1
m12n830,G1645,"(0, 3, 4, 6, 5, 8, 7, 1, 9, 2)","(7, 9, 1, 2, 0, 3, 4, 6, 5, 8)",5,0,G1646,G1646,G1645,0,0
m12n830,G1646,"(0, 3, 2, 4, 7, 5, 6, 8, 9, 1)","(6, 9, 8, 1, 3, 0, 2, 4, 5, 7)",5,0,G1645,G1645,G1646,0,0
12n835,G712,"(0, 5, 8, 7, 6, 9, 3, 1, 4, 2)","(3, 9, 1, 2, 0, 4, 8, 5, 7, 6)",-4,-1,--,--,G712,0,1
12n835,G713,"(0, 8, 1, 9, 3, 6, 5, 4, 7, 2)","(6, 5, 7, 4, 8, 2, 0, 1, 3, 9)",-4,1,--,--,G713,1,0
m12n835,G1647,"(0, 7, 4, 5, 6, 3, 8, 1, 9, 2)","(3, 1, 9, 0, 2, 7, 4, 6, 5, 8)",-6,-1,--,--,G1647,1,1
m12n835,G1648,"(0, 3, 1, 4, 9, 6, 7, 8, 5, 2)","(4, 7, 6, 8, 5, 0, 2, 3, 1, 9)",-6,1,--,--,G1648,1,1
12n838,G714,"(0, 6, 2, 7, 5, 3, 4, 9, 1, 8)","(3, 1, 9, 4, 0, 6, 8, 5, 7, 2)",-9,0,G715,G715,G714,1,1
12n838,G715,"(0, 2, 9, 1, 6, 7, 5, 8, 3, 4)","(7, 8, 3, 5, 2, 4, 0, 1, 6, 9)",-9,0,G714,G714,G715,1,1
12n838,G716,"(0, 7, 9, 3, 1, 5, 2, 4, 8, 6)","(4, 1, 2, 0, 8, 9, 6, 7, 5, 3)",-9,0,G717,G716,G717,1,1
12n838,G717,"(0, 7, 8, 6, 4, 5, 2, 3, 1, 9)","(4, 1, 5, 3, 7, 9, 6, 0, 8, 2)",-9,0,G716,G717,G716,1,1
m12n838,G1649,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(4, 2, 8, 0, 6, 9, 7, 3, 5, 1)",-1,0,G1650,G1650,G1649,0,0
m12n838,G1650,"(0, 9, 1, 3, 2, 5, 4, 6, 8, 7)","(6, 2, 4, 0, 8, 1, 7, 9, 5, 3)",-1,0,G1649,G1649,G1650,0,0
12n873,G718,"(0, 1, 3, 6, 8, 9, 7, 5, 4, 2)","(5, 7, 9, 0, 2, 4, 3, 1, 8, 6)",-5,0,G718,G719,G719,1,1
12n873,G719,"(0, 5, 6, 4, 7, 3, 2, 8, 1, 9)","(7, 8, 2, 9, 1, 0, 5, 4, 6, 3)",-5,0,G719,G718,G718,1,1
13n192,G740,"(0, 1, 3, 4, 2, 6, 7, 5, 8, 9)","(6, 7, 8, 9, 5, 3, 4, 0, 1, 2)",1,0,G741,G740,G741,1,1
13n192,G741,"(0, 2, 3, 4, 5, 8, 6, 7, 1, 9)","(5, 6, 7, 1, 2, 3, 9, 0, 8, 4)",1,0,G740,G741,G740,1,1
m13n192,G1667,"(0, 4, 3, 5, 9, 8, 7, 6, 2, 1)","(5, 7, 6, 2, 4, 3, 1, 0, 9, 8)",-11,0,G1668,G1668,G1667,1,1
m13n192,G1668,"(0, 9, 8, 5, 7, 6, 2, 4, 3, 1)","(6, 2, 1, 0, 4, 3, 5, 9, 8, 7)",-11,0,G1667,G1667,G1668,1,1
13n469,G791,"(0, 4, 3, 2, 5, 8, 7, 6, 9, 1)","(5, 7, 9, 6, 1, 4, 3, 0, 2, 8)",-3,0,G792,G792,G791,,1
13n469,G792,"(0, 2, 4, 1, 6, 9, 8, 5, 7, 3)","(5, 9, 8, 7, 0, 3, 2, 1, 4, 6)",-3,0,G791,G791,G792,,
m13n469,G1702,"(0, 1, 7, 8, 9, 6, 3, 4, 5, 2)","(3, 6, 2, 4, 5, 0, 7, 9, 1, 8)",-7,0,G1703,G1702,G1703,1,1
m13n469,G1703,"(0, 7, 2, 3, 5, 1, 4, 9, 6, 8)","(4, 1, 8, 9, 0, 6, 7, 5, 2, 3)",-7,0,G1702,G1703,G1702,1,1
13n584,G793,"(0, 1, 2, 5, 4, 6, 3, 9, 7, 8)","(3, 6, 7, 9, 8, 0, 5, 4, 1, 2)",2,-1,--,--,G794,0,1
13n584,G794,"(0, 1, 5, 3, 2, 4, 7, 8, 6, 9)","(7, 8, 9, 6, 5, 0, 1, 3, 2, 4)",2,-1,--,--,G793,0,1
13n584,G795,"(0, 1, 9, 5, 2, 4, 3, 6, 7, 8)","(6, 7, 4, 3, 8, 0, 9, 1, 2, 5)",2,1,--,--,G796,1,0
13n584,G796,"(0, 3, 1, 2, 5, 7, 6, 4, 8, 9)","(5, 7, 6, 8, 9, 4, 3, 0, 1, 2)",2,1,--,--,G795,1,0
m13n584,G1704,"(0, 9, 8, 5, 3, 4, 2, 1, 6, 7)","(6, 2, 1, 0, 7, 9, 8, 5, 3, 4)",-12,-1,--,--,G1705,1,1
m13n584,G1705,"(0, 8, 9, 7, 2, 3, 6, 5, 4, 1)","(5, 2, 3, 1, 4, 8, 0, 9, 7, 6)",-12,-1,--,--,G1704,1,1
m13n584,G1706,"(0, 7, 6, 5, 8, 9, 4, 2, 3, 1)","(5, 4, 2, 1, 3, 7, 0, 8, 9, 6)",-12,1,--,--,G1707,1,1
m13n584,G1707,"(0, 1, 6, 5, 3, 4, 2, 9, 8, 7)","(3, 4, 2, 9, 8, 0, 7, 6, 5, 1)",-12,1,--,--,G1706,1,1
13n586,G797,"(0, 7, 6, 2, 1, 4, 3, 5, 9, 8)","(4, 3, 9, 8, 5, 7, 6, 0, 2, 1)",-4,-1,--,--,G797,0,1
13n586,G798,"(0, 9, 3, 5, 4, 7, 6, 2, 1, 8)","(7, 6, 8, 2, 1, 3, 0, 9, 5, 4)",-4,1,--,--,G798,1,0
m13n586,G1708,"(0, 1, 8, 9, 7, 2, 3, 5, 6, 4)","(5, 6, 3, 4, 0, 8, 9, 1, 2, 7)",-6,-1,--,--,G1708,1,1
m13n586,G1709,"(0, 8, 9, 1, 2, 7, 5, 6, 3, 4)","(7, 2, 3, 5, 6, 4, 0, 1, 8, 9)",-6,1,--,--,G1709,1,1
13n588,G2088,"(0, 8, 4, 7, 6, 5, 3, 2, 1, 9)","(5, 1, 9, 2, 0, 8, 7, 6, 4, 3)",-15,-2,--,--,G2494,1,1
13n588,G2089,"(0, 8, 5, 4, 7, 6, 3, 2, 1, 9)","(6, 2, 1, 9, 0, 8, 7, 5, 4, 3)",-15,-2,--,--,G2495,1,1
13n588,G2494,"(0, 7, 8, 6, 2, 5, 4, 3, 1, 9)","(4, 3, 1, 9, 8, 0, 7, 6, 5, 2)",-15,-2,--,--,G2088,1,1
13n588,G2495,"(0, 7, 5, 6, 4, 3, 2, 9, 8, 1)","(2, 1, 9, 0, 8, 7, 5, 4, 3, 6)",-15,-2,--,--,G2089,1,1
13n588,G2090,"(0, 9, 7, 8, 6, 5, 3, 2, 4, 1)","(3, 2, 1, 5, 4, 0, 9, 7, 8, 6)",-15,0,G2093,G2498,G2496,1,1
13n588,G2091,"(0, 9, 8, 1, 7, 4, 6, 3, 2, 5)","(6, 4, 3, 5, 2, 0, 1, 9, 8, 7)",-15,0,G2092,G2499,G2497,1,1
13n588,G2092,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(6, 3, 1, 9, 8, 7, 0, 5, 4, 2)",-15,0,G2091,G2497,G2499,1,1
13n588,G2093,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 3, 2, 8, 7, 1, 0, 9, 6, 4)",-15,0,G2090,G2496,G2498,1,1
13n588,G2496,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 1, 9, 0, 8, 7, 4, 3, 2)",-15,0,G2498,G2093,G2090,1,1
13n588,G2497,"(0, 8, 9, 7, 4, 6, 5, 3, 2, 1)","(4, 3, 5, 0, 8, 2, 1, 9, 7, 6)",-15,0,G2499,G2092,G2091,1,1
13n588,G2498,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(6, 5, 4, 1, 0, 8, 9, 7, 3, 2)",-15,0,G2496,G2090,G2093,1,1
13n588,G2499,"(0, 9, 1, 8, 6, 7, 5, 3, 4, 2)","(5, 4, 7, 3, 0, 2, 9, 1, 8, 6)",-15,0,G2497,G2091,G2092,1,1
13n588,G2094,"(0, 8, 7, 6, 3, 2, 5, 4, 1, 9)","(6, 5, 4, 2, 1, 9, 0, 8, 7, 3)",-15,2,--,--,G2500,1,1
13n588,G2095,"(0, 8, 7, 6, 4, 3, 2, 5, 1, 9)","(6, 5, 3, 2, 1, 9, 7, 0, 8, 4)",-15,2,--,--,G2501,1,1
13n588,G2500,"(0, 3, 2, 9, 8, 7, 5, 6, 4, 1)","(5, 8, 7, 6, 4, 3, 1, 2, 0, 9)",-15,2,--,--,G2094,1,1
13n588,G2501,"(0, 8, 6, 5, 4, 7, 3, 1, 2, 9)","(7, 4, 3, 2, 9, 1, 0, 8, 6, 5)",-15,2,--,--,G2095,1,1
m13n588,G2273,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 2, 3, 4, 7, 8, 0, 9, 1, 5)",5,0,G2274,G2679,G2680,0,0
m13n588,G2274,"(0, 1, 3, 4, 2, 5, 6, 8, 7, 9)","(5, 8, 9, 0, 6, 7, 1, 3, 2, 4)",5,0,G2273,G2680,G2679,0,0
m13n588,G2679,"(0, 1, 3, 4, 6, 5, 7, 8, 9, 2)","(5, 7, 8, 2, 3, 9, 0, 1, 4, 6)",5,0,G2680,G2273,G2274,0,0
m13n588,G2680,"(0, 1, 3, 2, 4, 5, 7, 8, 6, 9)","(7, 8, 9, 5, 6, 0, 1, 3, 2, 4)",5,0,G2679,G2274,G2273,0,0
13n592,G799,"(0, 1, 7, 4, 5, 3, 6, 8, 9, 2)","(3, 6, 2, 8, 9, 7, 0, 1, 4, 5)",-2,-1,--,--,G800,1,1
13n592,G800,"(0, 1, 3, 4, 2, 8, 6, 7, 9, 5)","(6, 7, 9, 0, 5, 3, 1, 2, 4, 8)",-2,-1,--,--,G799,1,1
13n592,G801,"(0, 6, 8, 9, 7, 3, 1, 2, 4, 5)","(7, 1, 3, 4, 2, 0, 5, 6, 8, 9)",-2,1,--,--,G802,1,1
13n592,G802,"(0, 3, 4, 6, 9, 7, 8, 5, 1, 2)","(7, 8, 1, 2, 5, 3, 4, 0, 6, 9)",-2,1,--,--,G801,1,1
m13n592,G1710,"(0, 9, 1, 5, 7, 6, 4, 8, 3, 2)","(4, 3, 8, 0, 2, 1, 9, 5, 7, 6)",-8,-1,--,--,G1711,1,1
m13n592,G1711,"(0, 7, 9, 8, 1, 5, 4, 6, 3, 2)","(4, 1, 3, 2, 6, 0, 7, 9, 8, 5)",-8,-1,--,--,G1710,1,1
m13n592,G1712,"(0, 9, 6, 8, 7, 1, 4, 3, 5, 2)","(7, 4, 3, 5, 2, 6, 0, 9, 1, 8)",-8,1,--,--,G1713,1,1
m13n592,G1713,"(0, 9, 4, 8, 6, 5, 7, 1, 3, 2)","(6, 5, 7, 3, 1, 0, 2, 4, 9, 8)",-8,1,--,--,G1712,1,1
13n604,G803,"(0, 9, 6, 8, 7, 5, 4, 3, 2, 1)","(4, 3, 1, 2, 0, 9, 6, 8, 7, 5)",-19,-2,--,--,G803,1,1
13n604,G804,"(0, 6, 5, 4, 2, 1, 3, 9, 8, 7)","(3, 1, 0, 9, 8, 7, 6, 5, 4, 2)",-19,0,G805,G804,G805,1,1
13n604,G805,"(0, 5, 4, 6, 3, 2, 1, 9, 8, 7)","(2, 1, 9, 0, 8, 7, 6, 5, 4, 3)",-19,0,G804,G805,G804,1,1
13n604,G806,"(0, 9, 8, 7, 6, 4, 3, 5, 2, 1)","(6, 4, 3, 5, 2, 1, 9, 0, 8, 7)",-19,2,--,--,G806,1,1
m13n604,G1714,"(0, 2, 3, 1, 4, 5, 6, 7, 8, 9)","(4, 5, 7, 6, 8, 9, 0, 2, 3, 1)",9,0,G1714,G1714,G1714,0,0
13n1180,G720,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(4, 2, 1, 3, 0, 9, 7, 6, 8, 5)",-15,-2,--,--,G720,1,1
13n1180,G721,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(6, 4, 2, 1, 8, 7, 0, 9, 5, 3)",-15,0,G723,G724,G722,1,1
13n1180,G722,"(0, 8, 6, 9, 7, 3, 2, 5, 4, 1)","(5, 3, 2, 4, 1, 0, 8, 9, 7, 6)",-15,0,G724,G723,G721,1,1
13n1180,G723,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(5, 7, 4, 1, 0, 3, 2, 9, 8, 6)",-15,0,G721,G722,G724,1,1
13n1180,G724,"(0, 8, 9, 6, 7, 5, 4, 2, 1, 3)","(7, 4, 2, 1, 3, 0, 9, 6, 5, 8)",-15,0,G722,G721,G723,1,1
13n1180,G725,"(0, 9, 2, 1, 8, 7, 5, 6, 4, 3)","(8, 5, 7, 6, 4, 3, 0, 2, 1, 9)",-15,2,--,--,G725,1,1
m13n1180,G1651,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 3, 4, 7, 8, 0, 9, 1, 2, 5)",5,0,G1652,G1651,G1652,0,0
m13n1180,G1652,"(0, 1, 9, 2, 3, 5, 6, 4, 7, 8)","(3, 5, 4, 6, 7, 0, 1, 8, 9, 2)",5,0,G1651,G1652,G1651,0,0
13n1192,G726,"(0, 8, 9, 2, 5, 3, 4, 6, 7, 1)","(4, 1, 6, 7, 0, 8, 9, 2, 3, 5)",2,-1,--,--,G726,0,1
13n1192,G727,"(0, 4, 5, 7, 8, 6, 9, 2, 3, 1)","(6, 8, 9, 2, 3, 1, 4, 5, 0, 7)",2,1,--,--,G727,1,0
m13n1192,G1653,"(0, 9, 6, 8, 7, 5, 1, 2, 4, 3)","(5, 4, 1, 2, 0, 9, 3, 6, 8, 7)",-12,-1,--,--,G1653,1,1
m13n1192,G1654,"(0, 9, 1, 2, 8, 6, 5, 7, 4, 3)","(6, 5, 7, 0, 4, 3, 1, 2, 9, 8)",-12,1,--,--,G1654,1,1
13n1271,G2024,"(0, 9, 6, 8, 7, 5, 2, 4, 1, 3)","(7, 2, 1, 4, 3, 0, 6, 9, 5, 8)",-11,0,G2025,G2431,G2430,1,1
13n1271,G2025,"(0, 7, 9, 6, 4, 3, 5, 2, 1, 8)","(6, 2, 5, 1, 8, 7, 0, 9, 4, 3)",-11,0,G2024,G2430,G2431,1,1
13n1271,G2430,"(0, 8, 6, 9, 7, 5, 2, 4, 3, 1)","(5, 2, 1, 4, 3, 8, 6, 0, 9, 7)",-11,0,G2431,G2025,G2024,1,1
13n1271,G2431,"(0, 8, 6, 5, 3, 2, 4, 1, 9, 7)","(5, 4, 1, 9, 7, 6, 0, 8, 3, 2)",-11,0,G2430,G2024,G2025,1,1
m13n1271,G2217,"(0, 2, 3, 5, 7, 4, 6, 8, 1, 9)","(4, 6, 8, 1, 2, 9, 0, 5, 7, 3)",1,0,G2218,G2623,G2624,1,1
m13n1271,G2218,"(0, 7, 9, 1, 2, 4, 5, 3, 6, 8)","(5, 2, 3, 6, 8, 0, 1, 7, 9, 4)",1,0,G2217,G2624,G2623,1,1
m13n1271,G2623,"(0, 3, 1, 2, 4, 7, 5, 8, 6, 9)","(7, 8, 5, 6, 9, 3, 0, 4, 1, 2)",1,0,G2624,G2217,G2218,1,1
m13n1271,G2624,"(0, 3, 1, 4, 6, 7, 5, 8, 9, 2)","(4, 8, 5, 9, 2, 3, 0, 1, 6, 7)",1,0,G2623,G2218,G2217,1,1
13n1692,G2026,"(0, 1, 2, 5, 9, 7, 4, 6, 8, 3)","(4, 6, 8, 0, 3, 1, 9, 2, 5, 7)",-2,-1,--,--,G2433,1,1
13n1692,G2027,"(0, 8, 1, 9, 2, 7, 3, 5, 6, 4)","(5, 3, 6, 4, 8, 0, 9, 1, 2, 7)",-2,-1,--,--,G2432,1,1
13n1692,G2028,"(0, 4, 2, 1, 7, 5, 6, 8, 9, 3)","(5, 8, 6, 3, 2, 9, 0, 1, 4, 7)",-2,-1,--,--,G2434,1,1
13n1692,G2029,"(0, 7, 1, 3, 6, 5, 2, 4, 8, 9)","(5, 2, 4, 8, 9, 7, 6, 0, 1, 3)",-2,-1,--,--,G2435,1,1
13n1692,G2432,"(0, 3, 4, 7, 5, 6, 9, 2, 1, 8)","(5, 6, 9, 1, 8, 0, 3, 7, 4, 2)",-2,-1,--,--,G2027,1,1
13n1692,G2433,"(0, 7, 1, 9, 2, 4, 8, 5, 6, 3)","(4, 2, 5, 3, 6, 7, 0, 9, 1, 8)",-2,-1,--,--,G2026,1,1
13n1692,G2434,"(0, 1, 9, 2, 3, 5, 8, 7, 4, 6)","(5, 7, 4, 6, 0, 1, 2, 9, 8, 3)",-2,-1,--,--,G2028,1,1
13n1692,G2435,"(0, 7, 1, 9, 8, 5, 2, 3, 4, 6)","(5, 3, 6, 4, 0, 9, 7, 8, 1, 2)",-2,-1,--,--,G2029,1,1
13n1692,G2030,"(0, 8, 9, 1, 7, 2, 5, 3, 6, 4)","(7, 2, 3, 5, 4, 6, 0, 8, 1, 9)",-2,1,--,--,G2438,1,1
13n1692,G2031,"(0, 5, 7, 9, 6, 4, 8, 1, 2, 3)","(6, 8, 1, 4, 2, 0, 3, 5, 7, 9)",-2,1,--,--,G2436,1,1
13n1692,G2032,"(0, 1, 5, 7, 4, 3, 6, 8, 2, 9)","(6, 8, 9, 3, 2, 0, 1, 5, 7, 4)",-2,1,--,--,G2437,1,1
13n1692,G2033,"(0, 4, 5, 7, 8, 6, 2, 1, 9, 3)","(6, 9, 2, 3, 4, 1, 0, 7, 5, 8)",-2,1,--,--,G2439,1,1
13n1692,G2436,"(0, 7, 8, 5, 9, 1, 4, 2, 6, 3)","(5, 2, 4, 3, 6, 7, 0, 8, 1, 9)",-2,1,--,--,G2031,1,1
13n1692,G2437,"(0, 2, 3, 4, 1, 8, 7, 5, 9, 6)","(4, 5, 8, 9, 7, 6, 2, 0, 3, 1)",-2,1,--,--,G2032,1,1
13n1692,G2438,"(0, 7, 6, 9, 2, 3, 1, 4, 5, 8)","(6, 4, 1, 5, 8, 0, 7, 9, 2, 3)",-2,1,--,--,G2030,1,1
13n1692,G2439,"(0, 2, 9, 8, 1, 3, 4, 7, 5, 6)","(3, 8, 7, 4, 5, 6, 0, 2, 9, 1)",-2,1,--,--,G2033,1,1
m13n1692,G1655,"(0, 1, 8, 6, 2, 5, 4, 3, 9, 7)","(2, 4, 3, 9, 7, 0, 8, 6, 5, 1)",-8,-1,--,--,G1656,1,1
m13n1692,G1656,"(0, 6, 8, 9, 2, 5, 4, 3, 1, 7)","(4, 1, 3, 7, 8, 0, 9, 6, 5, 2)",-8,-1,--,--,G1655,1,1
m13n1692,G1657,"(0, 6, 4, 3, 2, 5, 8, 9, 1, 7)","(5, 2, 1, 8, 7, 9, 0, 4, 6, 3)",-8,1,--,--,G1658,1,1
m13n1692,G1658,"(0, 8, 4, 3, 2, 5, 1, 9, 6, 7)","(6, 2, 1, 9, 7, 0, 8, 4, 3, 5)",-8,1,--,--,G1657,1,1
13n1718,G2034,"(0, 7, 5, 4, 6, 3, 2, 8, 9, 1)","(3, 2, 1, 9, 0, 7, 5, 4, 6, 8)",-12,-1,--,--,G2440,1,1
13n1718,G2440,"(0, 9, 1, 8, 4, 5, 7, 6, 3, 2)","(4, 3, 5, 2, 6, 0, 1, 9, 8, 7)",-12,-1,--,--,G2034,1,1
